sl no,brand,country,state,city,top speed kmh,battery capacity kWh,battery type,efficiency wh per km,range km,fast charging power kw dc,fast charge port,seats,drivetrain,electric vehicle type,safety rating,cost
3437,BMW,Germany,Hesse,Frankfurt,216,126.3,Solid-State,195.4,314,52,Type 2,6,RWD,PHEV,4.5,75199
3438,Lucid,Germany,Bavaria,Munich,198,43.5,Solid-State,150.6,383,336,CHAdeMO,4,RWD,PHEV,2.8,87710
3439,Kia,Australia,Victoria,Melbourne,281,95.6,Solid-State,170.1,311,82,Type 2,2,FWD,PHEV,4.4,147996
3440,Nissan,Japan,Osaka,Osaka,129,195.3,NiMH,154.8,360,92,CHAdeMO,5,RWD,PHEV,4.1,194194
3441,Nissan,France,Provence-Alpes-Côte d'Azur,Marseille,120,197.1,Li-ion,156.5,457,120,Type 2,4,FWD,BEV,2.3,130679
3442,Kia,France,Auvergne-Rhône-Alpes,Lyon,233,114.6,Li-ion,205.9,398,128,CCS,4,FWD,HEV,2.6,175117
3443,Tata,China,Beijing,Beijing,147,162.3,Solid-State,170.5,673,193,Tesla Supercharger,7,FWD,HEV,3.5,71425
3444,Lucid,South Korea,Seoul,Seoul,135,37.5,Solid-State,185.1,435,66,Type 2,6,RWD,BEV,3.7,74147
3445,Lucid,China,Guangdong,Shenzhen,231,190.7,Solid-State,206,271,71,Tesla Supercharger,6,FWD,HEV,3,103689
3446,Kia,France,Provence-Alpes-Côte d'Azur,Marseille,187,154.6,Solid-State,161,672,110,CHAdeMO,6,FWD,PHEV,2.5,135796
3447,Hyundai,Australia,New South Wales,Sydney,253,184.5,Solid-State,199.3,349,138,Type 2,6,RWD,HEV,3.6,107949
3448,Ford,China,Shanghai,Shanghai,272,161,Solid-State,218.3,512,225,Tesla Supercharger,2,FWD,BEV,3.9,181383
3449,BYD,UK,England,London,226,85.5,NiMH,156.4,406,333,CHAdeMO,4,FWD,PHEV,4.2,98621
3450,BYD,France,Auvergne-Rhône-Alpes,Lyon,251,167.5,Li-ion,199.7,736,262,Tesla Supercharger,6,AWD,HEV,4.7,89498
3451,Lucid,USA,CA,Los Angeles,260,30.1,Li-ion,150.9,677,253,CCS,7,FWD,PHEV,4.9,83015
3452,BMW,UK,England,London,140,90.5,NiMH,139.7,589,128,CHAdeMO,2,RWD,PHEV,2.5,79608
3453,Kia,Germany,Bavaria,Munich,238,178.8,Solid-State,160.4,790,82,Type 2,4,AWD,BEV,3.1,127563
3454,BMW,Australia,New South Wales,Sydney,214,40.9,NiMH,214.5,770,97,CCS,2,AWD,PHEV,2.7,74652
3455,Volkswagen,China,Shanghai,Shanghai,177,53.5,Li-ion,191,543,253,Tesla Supercharger,4,RWD,HEV,2,152955
3456,BYD,Canada,Ontario,Toronto,170,188.8,Solid-State,202.9,627,165,CCS,2,RWD,HEV,2.2,114525
3457,BMW,India,Tamil Nadu,Chennai,190,48.5,Li-ion,168.9,498,118,CHAdeMO,2,RWD,BEV,2.8,96050
3458,Tata,Canada,Quebec,Montreal,249,178.3,Li-ion,167.2,507,118,Tesla Supercharger,5,FWD,PHEV,4,104021
3459,Volkswagen,India,Karnataka,Bangalore,206,52.7,NiMH,215.4,695,132,Tesla Supercharger,5,AWD,HEV,4.8,141198
3460,Ford,China,Beijing,Beijing,207,88.6,Solid-State,132.4,486,127,CCS,2,FWD,HEV,3.8,122357
3461,Volkswagen,Germany,Berlin,Berlin,234,119.5,Solid-State,163.5,779,66,Tesla Supercharger,6,AWD,PHEV,3.2,86784
3462,Hyundai,Japan,Kanagawa,Yokohama,175,70.3,Solid-State,202.1,208,66,CHAdeMO,5,AWD,HEV,3,156345
3463,Nissan,China,Guangdong,Shenzhen,222,147.8,Solid-State,205.8,699,161,CCS,4,RWD,PHEV,3.6,180136
3464,BMW,South Korea,Seoul,Seoul,176,200,NiMH,203.3,264,277,Tesla Supercharger,2,RWD,PHEV,3.7,123904
3465,Lucid,China,Shanghai,Shanghai,281,60,Solid-State,137.8,639,346,Tesla Supercharger,5,FWD,HEV,3.4,129979
3466,Nissan,Germany,Berlin,Berlin,295,180.3,Li-ion,161.4,725,349,CCS,2,RWD,BEV,3,90846
3467,Lucid,South Korea,Seoul,Seoul,228,163.6,Li-ion,190.6,406,113,Type 2,2,FWD,HEV,2.4,142009
3468,Kia,Japan,Kanagawa,Yokohama,289,152.8,Solid-State,180.3,356,291,Type 2,5,FWD,PHEV,4,173571
3469,Lucid,China,Beijing,Beijing,232,176.4,NiMH,215,236,246,Type 2,7,AWD,HEV,3.6,196590
3470,Nissan,Japan,Kanagawa,Yokohama,264,176.4,Solid-State,137.1,492,342,CHAdeMO,4,FWD,PHEV,3.1,153521
3471,Ford,Canada,British Columbia,Vancouver,127,58.9,NiMH,205.9,301,315,CCS,6,AWD,PHEV,2.7,100263
3472,BMW,France,Provence-Alpes-Côte d'Azur,Marseille,260,85.3,Li-ion,143,291,268,Tesla Supercharger,6,FWD,PHEV,4.2,101516
3473,Volkswagen,Australia,Queensland,Brisbane,140,140.2,Solid-State,176,529,188,Tesla Supercharger,4,FWD,HEV,2.9,114161
3474,Volkswagen,South Korea,Incheon,Incheon,240,186.4,Li-ion,188.3,500,265,Tesla Supercharger,2,AWD,PHEV,2.7,169322
3475,Tata,China,Shanghai,Shanghai,182,150,Li-ion,133.6,667,230,Type 2,7,RWD,PHEV,5,94489
3476,Volkswagen,France,Île-de-France,Paris,217,102.7,Li-ion,214.3,789,232,CCS,7,RWD,BEV,4.8,125163
3477,BYD,Canada,Quebec,Montreal,215,88.8,NiMH,148.8,594,180,Type 2,5,FWD,BEV,4,71835
3478,Lucid,UK,England,London,231,118.5,NiMH,205.9,525,348,Type 2,2,FWD,HEV,4,90366
3479,BMW,USA,Seattle,Washington,219,137.5,NiMH,209.9,324,160,CHAdeMO,6,FWD,HEV,3.8,175747
3480,Lucid,India,Delhi,Delhi,256,111.2,NiMH,141.6,623,220,CCS,2,AWD,HEV,3.1,125179
3481,Kia,USA,NY,New York,128,194.1,Solid-State,194.2,527,114,CHAdeMO,6,FWD,BEV,3,159931
3482,Tata,Canada,Quebec,Montreal,163,116.8,Solid-State,208.5,545,91,Type 2,6,FWD,BEV,4.5,170630
3483,Lucid,South Korea,Busan,Busan,182,49.7,Solid-State,142.4,700,268,CHAdeMO,5,RWD,PHEV,3.3,118482
3484,Kia,Germany,Berlin,Berlin,152,84.5,Solid-State,186.3,545,106,Type 2,4,AWD,BEV,3.4,170567
3485,Kia,France,Auvergne-Rhône-Alpes,Lyon,297,63,Li-ion,178.2,399,197,CCS,4,RWD,BEV,2.8,71622
3486,Lucid,South Korea,Busan,Busan,226,173.7,NiMH,169.7,656,204,Tesla Supercharger,6,AWD,HEV,2.8,88665
3487,Volkswagen,Germany,Hesse,Frankfurt,175,134.5,NiMH,189.4,308,115,Tesla Supercharger,5,AWD,PHEV,2.8,75241
3488,Tata,France,Île-de-France,Paris,136,87.9,Li-ion,157.9,588,241,CCS,7,AWD,HEV,3.3,143748
3489,Tata,Japan,Kanagawa,Yokohama,259,113.4,Solid-State,156.4,703,90,CHAdeMO,5,FWD,HEV,2.7,175073
3490,Tata,Canada,Quebec,Montreal,187,176.9,Li-ion,132.3,577,284,CHAdeMO,7,AWD,PHEV,4.5,118062
3491,Tesla,Japan,Tokyo,Tokyo,227,169.1,NiMH,134.4,441,169,CHAdeMO,6,RWD,PHEV,2.9,82446
3492,Tata,USA,IL,Chicago,269,109.8,Li-ion,197.4,314,316,CHAdeMO,2,FWD,BEV,3.9,102179
3493,Kia,France,Provence-Alpes-Côte d'Azur,Marseille,166,111.2,NiMH,140.2,697,151,CHAdeMO,2,FWD,PHEV,3.2,106888
3494,Nissan,Japan,Kanagawa,Yokohama,144,173.2,NiMH,213.9,686,310,Type 2,7,RWD,HEV,5,115830
3495,Volkswagen,Canada,Quebec,Montreal,278,154.5,Solid-State,171.9,794,294,CCS,2,RWD,PHEV,4.8,148855
3496,BMW,UK,England,Manchester,285,177.5,Li-ion,213.8,381,165,Tesla Supercharger,2,FWD,BEV,4.3,157898
3497,BYD,Canada,British Columbia,Vancouver,253,175.6,NiMH,217.4,785,318,Tesla Supercharger,4,FWD,BEV,4.8,193118
3498,Tata,France,Île-de-France,Paris,132,179.3,Li-ion,153.5,298,189,CHAdeMO,2,AWD,PHEV,4.5,175715
3499,Nissan,India,Maharashtra,Mumbai,165,172.7,Solid-State,184,687,273,CCS,4,AWD,HEV,2.2,73968
3500,Lucid,Canada,British Columbia,Vancouver,162,158.4,NiMH,173,508,212,CHAdeMO,7,RWD,PHEV,2.2,161062
3501,BYD,Australia,Victoria,Melbourne,245,94,Li-ion,215.5,400,221,Tesla Supercharger,5,RWD,HEV,2.7,181509
3502,Tata,Germany,Bavaria,Munich,290,185.7,NiMH,147.2,511,335,Tesla Supercharger,4,FWD,BEV,3.6,113485
3503,Ford,Australia,New South Wales,Sydney,132,195.3,Li-ion,208.1,486,103,Type 2,2,FWD,BEV,4.7,174624
3504,Tata,South Korea,Incheon,Incheon,175,43.2,Solid-State,203.6,352,209,CCS,5,AWD,HEV,3.7,133222
3505,BMW,Japan,Tokyo,Tokyo,242,163.2,Solid-State,184.5,501,122,CHAdeMO,2,FWD,BEV,3.5,105070
3506,BMW,Canada,Ontario,Toronto,207,181.9,Solid-State,199,220,301,Type 2,4,FWD,PHEV,4.1,156827
3507,BYD,UK,England,Birmingham,140,135.8,Solid-State,192.9,526,97,Type 2,6,FWD,PHEV,3.1,76752
3508,Kia,Japan,Osaka,Osaka,296,103.7,NiMH,169.2,419,276,Tesla Supercharger,6,RWD,BEV,2.5,145395
3509,Tata,Australia,Queensland,Brisbane,297,141.5,NiMH,200.9,704,244,Type 2,2,AWD,BEV,2.4,154762
3510,BYD,South Korea,Incheon,Incheon,161,155.2,Solid-State,160.3,653,308,Tesla Supercharger,4,FWD,HEV,3.6,135629
3511,Ford,USA,Seattle,Washington,228,182.7,Solid-State,205,514,94,Type 2,7,AWD,HEV,3.5,161351
3512,Tata,UK,England,Birmingham,298,60.3,Li-ion,195,344,135,Type 2,7,RWD,BEV,3.9,97134
3513,Nissan,South Korea,Busan,Busan,245,120.3,Solid-State,159.5,595,216,CHAdeMO,2,AWD,HEV,4.9,107731
3514,Kia,India,Delhi,Delhi,148,67.8,Li-ion,145.6,671,239,CCS,5,FWD,PHEV,3.2,168627
3515,Tesla,India,Karnataka,Bangalore,266,77.8,Solid-State,163.3,654,168,CCS,5,AWD,PHEV,2.5,175899
3516,Volkswagen,UK,England,Manchester,229,30.4,NiMH,143.7,714,80,Type 2,2,FWD,PHEV,2.9,171257
3517,BYD,Canada,Quebec,Montreal,189,49.2,Solid-State,189,445,249,Type 2,7,FWD,BEV,2.7,95649
3518,BYD,India,Tamil Nadu,Chennai,261,117.1,NiMH,194.8,608,317,CHAdeMO,5,AWD,BEV,3.7,164361
3519,BMW,Japan,Kanagawa,Yokohama,216,89.3,NiMH,142.8,540,69,Type 2,7,AWD,PHEV,3.6,134289
3520,Hyundai,India,Karnataka,Bangalore,149,128.6,NiMH,132.3,728,180,Type 2,2,AWD,PHEV,2.5,189105
3521,Nissan,Australia,Queensland,Brisbane,134,122,Solid-State,143.9,357,259,Type 2,4,AWD,PHEV,3.2,129887
3522,BYD,South Korea,Incheon,Incheon,233,144,Li-ion,193.1,693,88,CCS,7,FWD,PHEV,2.8,126387
3523,Lucid,Canada,Quebec,Montreal,178,66.9,Solid-State,149.4,697,193,CCS,6,FWD,PHEV,2.4,162954
3524,Hyundai,India,Maharashtra,Mumbai,191,197.3,NiMH,172.5,392,249,Tesla Supercharger,2,AWD,HEV,2.3,140322
3525,BMW,Japan,Osaka,Osaka,174,54,Solid-State,131.9,443,236,Type 2,4,RWD,BEV,3.8,115644
3526,BYD,South Korea,Seoul,Seoul,289,148.9,Solid-State,133.1,676,121,Tesla Supercharger,4,AWD,BEV,2.1,151515
3527,BYD,Australia,Queensland,Brisbane,231,182.9,NiMH,181.2,474,210,CCS,5,FWD,BEV,2.9,169029
3528,Tata,South Korea,Incheon,Incheon,208,152.5,Solid-State,163.7,431,196,Tesla Supercharger,4,RWD,HEV,3.2,163823
3529,Volkswagen,USA,Seattle,Washington,266,132.9,Solid-State,171.1,353,132,CHAdeMO,6,RWD,PHEV,4.8,101056
3530,Hyundai,USA,NY,New York,247,31.9,Solid-State,199.8,261,293,Type 2,7,RWD,BEV,4.6,160686
3531,BMW,USA,IL,Chicago,184,90.9,NiMH,164,210,109,Type 2,7,FWD,PHEV,3,70838
3532,BYD,USA,NY,New York,276,176,NiMH,191.6,556,237,Tesla Supercharger,7,FWD,BEV,4.6,103572
3533,BYD,France,Auvergne-Rhône-Alpes,Lyon,206,61.1,Li-ion,141.4,510,324,Tesla Supercharger,5,FWD,HEV,3.7,155977
3534,BYD,Germany,Bavaria,Munich,264,131.9,Li-ion,214.4,444,332,CCS,5,RWD,HEV,4.7,133127
3535,BYD,USA,IL,Chicago,273,92.8,Li-ion,131.2,641,156,Type 2,2,AWD,HEV,4.6,108177
3536,BMW,USA,NY,New York,236,170.7,Li-ion,191.8,791,167,CHAdeMO,2,RWD,HEV,3.3,175558
3537,Lucid,Canada,Quebec,Montreal,268,181.1,Solid-State,142.1,790,170,CCS,4,AWD,PHEV,2.4,135858
3538,Nissan,France,Île-de-France,Paris,218,176.9,NiMH,214.2,309,342,CCS,4,AWD,PHEV,4.1,141604
3539,Kia,France,Provence-Alpes-Côte d'Azur,Marseille,265,101.6,Solid-State,185.2,764,84,Tesla Supercharger,5,FWD,HEV,4.8,178785
3540,Ford,Japan,Osaka,Osaka,237,41.8,Li-ion,211.4,252,240,Tesla Supercharger,7,RWD,PHEV,2.1,122312
3541,Tata,Japan,Tokyo,Tokyo,127,175.8,NiMH,134.3,580,250,CCS,7,AWD,HEV,3.2,84164
3542,BMW,France,Île-de-France,Paris,155,172.8,NiMH,200.1,426,221,CCS,6,RWD,PHEV,4.5,180944
3543,Nissan,France,Île-de-France,Paris,278,33.5,NiMH,206.7,581,284,Type 2,5,RWD,BEV,4.5,132429
3544,Tata,Australia,Queensland,Brisbane,269,46.4,NiMH,157.8,472,165,Type 2,4,AWD,HEV,2.6,183978
3545,Lucid,China,Beijing,Beijing,219,167.4,Li-ion,183.3,227,120,Type 2,6,RWD,PHEV,2.6,158549
3546,BMW,India,Maharashtra,Mumbai,145,42.6,NiMH,182.3,333,273,Type 2,4,FWD,BEV,5,192133
3547,Tata,Canada,Ontario,Toronto,183,31.3,NiMH,151.9,469,239,CHAdeMO,4,RWD,BEV,2.9,98425
3548,Kia,India,Maharashtra,Mumbai,233,74.9,Li-ion,202.3,626,213,Type 2,7,RWD,BEV,4.2,195624
3549,Tesla,France,Provence-Alpes-Côte d'Azur,Marseille,128,38.4,Solid-State,211.7,789,229,CHAdeMO,7,FWD,PHEV,4.6,76964
3550,Ford,Germany,Bavaria,Munich,176,146.4,NiMH,197.2,541,282,CCS,7,AWD,PHEV,3.9,189383
3551,BMW,UK,England,Birmingham,192,179.6,NiMH,208.4,317,227,CCS,5,RWD,BEV,4.7,156221
3552,Ford,Australia,Victoria,Melbourne,148,107.2,Li-ion,130.3,616,236,Type 2,4,RWD,HEV,3.7,108075
3553,Nissan,France,Provence-Alpes-Côte d'Azur,Marseille,180,162.1,NiMH,191.6,425,304,Type 2,6,RWD,HEV,4.7,151039
3554,Hyundai,Australia,New South Wales,Sydney,289,68.9,Solid-State,213,335,169,CCS,6,FWD,PHEV,4.9,136895
3555,BMW,UK,England,Birmingham,254,140.2,Li-ion,158.1,364,330,CHAdeMO,6,FWD,BEV,4,168548
3556,BMW,India,Maharashtra,Mumbai,288,91.3,NiMH,148,401,226,Type 2,2,FWD,BEV,3.5,107949
3557,Ford,South Korea,Seoul,Seoul,198,107.6,NiMH,201,656,137,CHAdeMO,4,AWD,PHEV,2.2,161610
3558,Hyundai,Japan,Kanagawa,Yokohama,163,88.9,NiMH,160.7,735,189,CHAdeMO,2,FWD,PHEV,2,128645
3559,Ford,UK,England,Manchester,127,177.1,Li-ion,184.9,355,344,Type 2,2,AWD,PHEV,3,133583
3560,Tesla,Australia,Queensland,Brisbane,218,51.2,Li-ion,196.7,468,126,Tesla Supercharger,2,FWD,HEV,2.9,113744
3561,Lucid,France,Île-de-France,Paris,289,51.4,Li-ion,163.2,332,313,Type 2,4,RWD,BEV,2.2,125826
3562,Volkswagen,Germany,Hesse,Frankfurt,132,181.4,NiMH,190.1,457,110,Tesla Supercharger,5,RWD,PHEV,4.1,115815
3563,BMW,China,Beijing,Beijing,212,94.8,Li-ion,154.8,311,244,Tesla Supercharger,2,RWD,BEV,3.4,187384
3564,Tesla,Canada,British Columbia,Vancouver,278,45.1,Solid-State,136.5,703,309,CCS,2,AWD,BEV,3.7,133166
3565,Ford,Germany,Hesse,Frankfurt,208,47.3,NiMH,162.3,486,348,Tesla Supercharger,5,AWD,PHEV,4.6,120287
3566,Volkswagen,Canada,Ontario,Toronto,164,131.1,Solid-State,195.4,729,75,Tesla Supercharger,4,AWD,PHEV,4.5,110754
3567,Volkswagen,Canada,Ontario,Toronto,163,196.4,NiMH,209.7,232,283,CCS,5,AWD,PHEV,3,100946
3568,BYD,USA,NY,New York,291,30.4,Solid-State,194.2,327,74,CCS,7,RWD,BEV,2.1,134615
3569,Hyundai,Japan,Tokyo,Tokyo,236,61.2,Li-ion,200.4,427,268,Tesla Supercharger,2,RWD,HEV,3.2,75877
3570,Tesla,France,Provence-Alpes-Côte d'Azur,Marseille,186,108.9,Solid-State,149,344,134,Type 2,5,RWD,BEV,4.9,176978
3571,Lucid,France,Île-de-France,Paris,239,181.1,Solid-State,205.9,298,149,Tesla Supercharger,7,AWD,BEV,3.3,153028
3572,Tesla,Japan,Tokyo,Tokyo,276,125.5,NiMH,171.3,678,180,CCS,5,FWD,BEV,4.8,120692
3573,BMW,UK,England,London,275,134.5,Li-ion,193.1,644,237,Type 2,5,AWD,HEV,3.1,107818
3574,Tesla,China,Shanghai,Shanghai,130,100.2,NiMH,197.7,788,143,CHAdeMO,4,AWD,PHEV,4.6,149851
3575,Kia,Australia,New South Wales,Sydney,285,131.5,NiMH,157.1,775,339,CHAdeMO,4,RWD,PHEV,4.6,112215
3576,Ford,China,Guangdong,Shenzhen,279,105.7,Solid-State,165.8,522,102,CHAdeMO,7,AWD,PHEV,2.6,94659
3577,BYD,Japan,Osaka,Osaka,228,89,Solid-State,135.2,282,51,CCS,4,FWD,BEV,3.9,192262
3578,Nissan,Canada,British Columbia,Vancouver,173,139,NiMH,200.7,382,87,Tesla Supercharger,5,AWD,PHEV,2.9,171647
3579,Ford,France,Auvergne-Rhône-Alpes,Lyon,264,116.1,NiMH,186.6,635,316,CHAdeMO,7,AWD,BEV,3.1,107532
3580,Lucid,India,Delhi,Delhi,169,189.5,NiMH,152.4,547,138,CCS,5,FWD,HEV,5,173514
3581,Tesla,Japan,Osaka,Osaka,230,192,NiMH,181.7,778,127,Tesla Supercharger,6,FWD,PHEV,3.2,83814
3582,BMW,USA,NY,New York,129,166.1,Li-ion,144.6,305,121,CHAdeMO,7,RWD,BEV,2.3,176579
3583,Kia,Japan,Kanagawa,Yokohama,177,53.2,Li-ion,180,465,100,Tesla Supercharger,4,FWD,HEV,2.4,167494
3584,Ford,China,Beijing,Beijing,187,84.3,Solid-State,139.6,237,186,Tesla Supercharger,2,AWD,HEV,4.6,134715
3585,Tesla,Canada,Quebec,Montreal,140,145.4,NiMH,161.8,302,156,CHAdeMO,6,AWD,BEV,4.7,162571
3586,Nissan,Japan,Tokyo,Tokyo,210,164.8,Solid-State,185,241,156,CHAdeMO,6,AWD,BEV,2.1,185177
3587,BMW,France,Auvergne-Rhône-Alpes,Lyon,265,107.3,Li-ion,148,761,101,Tesla Supercharger,5,RWD,PHEV,4.9,193113
3588,Volkswagen,Canada,Quebec,Montreal,231,138.6,Li-ion,186.7,206,143,CHAdeMO,5,RWD,HEV,3.7,71906
3589,Lucid,Australia,Queensland,Brisbane,256,103.7,NiMH,218,582,56,Type 2,7,RWD,PHEV,3.7,149521
3590,Kia,Australia,New South Wales,Sydney,147,199.8,NiMH,141.1,781,198,Type 2,5,RWD,BEV,4.9,80940
3591,Tesla,Australia,Queensland,Brisbane,129,54.1,Li-ion,162.6,315,303,Tesla Supercharger,7,RWD,BEV,3,96568
3592,Tesla,China,Shanghai,Shanghai,153,115.8,NiMH,184.4,618,272,Type 2,7,RWD,BEV,2.2,120490
3593,Tesla,China,Beijing,Beijing,291,148,Solid-State,207.7,286,206,Tesla Supercharger,6,FWD,HEV,3.1,173604
3594,Tata,UK,England,Birmingham,140,33.1,Solid-State,169.5,267,73,CHAdeMO,2,AWD,PHEV,3.7,75438
3595,Kia,Canada,Quebec,Montreal,268,159.8,NiMH,164.5,662,146,Tesla Supercharger,7,RWD,BEV,2.6,104307
3596,Nissan,Australia,Victoria,Melbourne,162,156.1,Li-ion,161.1,761,271,CCS,6,FWD,HEV,2.3,75833
3597,Lucid,UK,England,London,278,129.4,Solid-State,141.2,509,103,Tesla Supercharger,2,RWD,PHEV,2,80380
3598,Volkswagen,India,Karnataka,Bangalore,281,76.4,Li-ion,217.3,611,162,Type 2,5,FWD,PHEV,2.9,87780
3599,Ford,France,Provence-Alpes-Côte d'Azur,Marseille,296,67.3,NiMH,196.6,382,196,Tesla Supercharger,4,AWD,PHEV,2.4,73429
3600,Volkswagen,Canada,Ontario,Toronto,192,150.3,Solid-State,142.4,442,342,Type 2,7,AWD,PHEV,4.4,194134
3601,Hyundai,Japan,Kanagawa,Yokohama,124,126.6,NiMH,188.3,304,134,CHAdeMO,5,RWD,PHEV,4.7,172150
3602,Lucid,Canada,Ontario,Toronto,244,30.3,Li-ion,184.7,679,350,CCS,7,RWD,BEV,4.5,159953
3603,BMW,France,Provence-Alpes-Côte d'Azur,Marseille,139,109.8,NiMH,149.2,320,275,CCS,4,AWD,BEV,3.5,132122
3604,Tesla,USA,Seattle,Washington,198,182.7,Li-ion,172.1,690,226,Type 2,4,RWD,BEV,3.5,74650
3605,Tata,Germany,Bavaria,Munich,181,68.6,Li-ion,148,390,222,Type 2,7,RWD,PHEV,4.7,78801
3606,BMW,India,Maharashtra,Mumbai,145,90.7,NiMH,167.3,432,198,Tesla Supercharger,4,FWD,BEV,2.3,109666
3607,Lucid,India,Delhi,Delhi,277,35,Li-ion,187.8,518,341,CCS,4,FWD,HEV,3,182573
3608,Volkswagen,Japan,Osaka,Osaka,142,65.2,Solid-State,167.7,400,218,CCS,5,RWD,HEV,4.3,87782
3609,Nissan,India,Maharashtra,Mumbai,295,66.8,Solid-State,176,528,145,Type 2,7,AWD,HEV,4.5,116568
3610,Nissan,South Korea,Busan,Busan,260,70.8,NiMH,149.9,380,111,Type 2,2,AWD,BEV,4.9,107804
3611,Tata,Germany,Berlin,Berlin,297,190.7,NiMH,187.7,531,193,CCS,4,RWD,HEV,2.6,185804
3612,Tesla,South Korea,Busan,Busan,147,98,Li-ion,174.8,221,147,Tesla Supercharger,7,FWD,BEV,4,86432
3613,BYD,Japan,Kanagawa,Yokohama,171,169.6,Solid-State,214.1,371,287,CHAdeMO,2,FWD,HEV,2.9,107342
3614,Volkswagen,India,Tamil Nadu,Chennai,227,116.6,Solid-State,185,643,295,Tesla Supercharger,6,RWD,HEV,3.5,162963
3615,BMW,India,Delhi,Delhi,296,69.5,Li-ion,141.9,774,331,CHAdeMO,2,RWD,HEV,4.8,157331
3616,Lucid,South Korea,Seoul,Seoul,265,95.4,Solid-State,207.1,489,98,Tesla Supercharger,2,RWD,PHEV,4.9,197752
3617,Tesla,Japan,Kanagawa,Yokohama,173,122.6,NiMH,215.4,353,253,CCS,6,AWD,HEV,3.4,111076
3618,Ford,Japan,Tokyo,Tokyo,141,158.1,NiMH,212.2,591,85,Tesla Supercharger,7,FWD,BEV,4.2,194935
3619,Lucid,South Korea,Incheon,Incheon,131,184.9,NiMH,160.1,244,266,CCS,4,FWD,HEV,4.2,133260
3620,Hyundai,Germany,Berlin,Berlin,132,53.3,Li-ion,132.2,342,169,Tesla Supercharger,7,RWD,HEV,3.9,198653
3621,Hyundai,USA,Seattle,Washington,157,63.5,Li-ion,151.8,766,126,CHAdeMO,4,AWD,HEV,3.1,83836
3622,Lucid,Germany,Berlin,Berlin,269,114.5,NiMH,172.3,449,327,Type 2,7,FWD,PHEV,3.2,127358
3623,Tata,Canada,Ontario,Toronto,220,31.3,NiMH,194.3,386,116,Type 2,6,RWD,PHEV,4.1,174365
3624,Nissan,Canada,British Columbia,Vancouver,237,76,Li-ion,210.9,358,61,Type 2,7,FWD,HEV,2.9,144190
3625,BMW,Australia,Queensland,Brisbane,270,116,Solid-State,142.7,377,313,CCS,2,FWD,HEV,2.8,190860
3626,Ford,India,Delhi,Delhi,141,128.5,NiMH,140.5,277,274,Type 2,4,FWD,BEV,5,168702
3627,Nissan,UK,England,Birmingham,133,177.6,Solid-State,151.5,374,275,CCS,7,FWD,HEV,4.9,88623
3628,Ford,Canada,British Columbia,Vancouver,148,165.4,Solid-State,137.8,586,159,Type 2,4,RWD,HEV,3.6,113312
3629,BYD,Germany,Hesse,Frankfurt,179,52.6,NiMH,139.3,701,57,Tesla Supercharger,6,AWD,BEV,2.7,123860
3630,BYD,China,Beijing,Beijing,205,132.2,Li-ion,194.7,331,234,CHAdeMO,7,RWD,BEV,2.9,137767
3631,BYD,Germany,Berlin,Berlin,192,163.9,Solid-State,194.3,620,306,Tesla Supercharger,6,FWD,HEV,4.7,77693
3632,Hyundai,Germany,Berlin,Berlin,274,140.3,Solid-State,176.9,549,111,CCS,7,RWD,BEV,4.5,76970
3633,BYD,Germany,Bavaria,Munich,131,52.4,NiMH,163.4,545,253,CHAdeMO,7,AWD,PHEV,4.9,140497
3634,Tata,Germany,Berlin,Berlin,206,102.9,Li-ion,165.9,591,252,CCS,4,RWD,HEV,3.7,130707
3635,Kia,Canada,Quebec,Montreal,262,76.7,Solid-State,176.1,670,95,CCS,7,FWD,PHEV,3.5,187723
3636,Tesla,South Korea,Incheon,Incheon,209,195.7,Li-ion,188.4,461,292,CHAdeMO,2,AWD,BEV,5,91575
3637,BMW,Germany,Berlin,Berlin,300,43.4,Solid-State,205.5,376,209,CCS,5,AWD,PHEV,4.3,110518
3638,Volkswagen,Japan,Kanagawa,Yokohama,256,136.6,Solid-State,143.2,535,338,Type 2,4,RWD,BEV,4.8,147430
3639,Kia,South Korea,Busan,Busan,275,68.4,Solid-State,162.4,262,182,CCS,7,RWD,BEV,3.9,98111
3640,BYD,USA,Seattle,Washington,219,42,Li-ion,164.8,308,248,Type 2,7,AWD,PHEV,4.4,140578
3641,Tesla,China,Guangdong,Shenzhen,273,118.8,Li-ion,177.8,735,86,CCS,7,RWD,HEV,2.4,172333
3642,Ford,UK,England,Manchester,134,85.5,Solid-State,142.8,516,305,Type 2,4,FWD,PHEV,4.6,155213
3643,Tesla,Japan,Tokyo,Tokyo,269,42.6,Li-ion,215.5,479,349,Tesla Supercharger,2,RWD,BEV,4.7,73745
3644,Tesla,Germany,Bavaria,Munich,298,166.3,Solid-State,219,739,242,CHAdeMO,6,FWD,PHEV,4.4,145492
3645,Kia,India,Karnataka,Bangalore,184,153.5,NiMH,134.6,512,296,CCS,5,AWD,BEV,4.5,111632
3646,BYD,Japan,Osaka,Osaka,297,77.3,NiMH,168.6,604,249,Type 2,6,FWD,BEV,4.9,177764
3647,Tesla,Germany,Berlin,Berlin,246,33.1,NiMH,192,218,222,CHAdeMO,5,AWD,HEV,3.8,94348
3648,Nissan,Japan,Tokyo,Tokyo,206,53.3,Solid-State,167.9,557,64,CHAdeMO,4,RWD,HEV,2.8,76182
